               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.052352,            0.008206,            0.023601,             0.33518,              0.2694,             0.24519,            0.097967,            0.051183,           0.0053964,            0.025348,           0.0060838,           0.0060838,           0.0060838
                 150,            0.052226,           0.0083908,            0.023653,             0.33359,             0.27027,             0.24453,            0.097765,            0.051202,           0.0054014,            0.025368,           0.0060419,           0.0060419,           0.0060419
                 151,            0.052199,           0.0080579,            0.023333,              0.3342,             0.27463,             0.24523,            0.097739,            0.051193,           0.0054032,            0.025357,               0.006,               0.006,               0.006
                 152,            0.052021,           0.0081195,            0.023679,             0.34648,             0.26768,             0.24638,            0.098567,            0.051153,           0.0054053,            0.025343,           0.0059581,           0.0059581,           0.0059581
                 153,            0.052554,           0.0082506,            0.024007,             0.34633,               0.273,             0.24745,            0.099163,            0.051131,           0.0054015,            0.025327,           0.0059162,           0.0059162,           0.0059162
                 154,            0.052013,           0.0083317,            0.023452,             0.35137,             0.27024,             0.24817,            0.099396,            0.051093,           0.0053995,            0.025313,           0.0058744,           0.0058744,           0.0058744
                 155,            0.051565,           0.0084512,            0.024017,             0.35985,             0.26785,             0.24811,            0.099667,             0.05107,           0.0053908,              0.0253,           0.0058325,           0.0058325,           0.0058325
                 156,            0.051645,           0.0081743,            0.023013,             0.36447,             0.26717,             0.24765,             0.10035,            0.051072,           0.0053954,            0.025295,           0.0057907,           0.0057907,           0.0057907
                 157,            0.052087,            0.008365,            0.023874,             0.36892,             0.26362,             0.25019,             0.10106,            0.051053,           0.0053937,            0.025288,           0.0057488,           0.0057488,           0.0057488
                 158,            0.051778,           0.0083143,            0.023262,             0.35522,             0.26824,             0.24978,             0.10127,            0.051046,           0.0053889,            0.025293,            0.005707,            0.005707,            0.005707
                 159,            0.051266,           0.0081758,            0.023131,             0.35519,              0.2658,             0.24958,              0.1013,            0.051044,            0.005384,             0.02529,           0.0056653,           0.0056653,           0.0056653
                 160,            0.051444,           0.0081901,            0.023421,             0.35745,             0.26588,             0.24973,             0.10125,            0.051042,           0.0053904,            0.025308,           0.0056236,           0.0056236,           0.0056236
                 161,            0.051196,           0.0081783,            0.022971,             0.35628,             0.26764,             0.24824,             0.10096,            0.051005,           0.0053845,            0.025312,           0.0055819,           0.0055819,           0.0055819
                 162,            0.051427,           0.0082799,            0.023244,             0.36336,             0.26301,             0.24813,              0.1011,            0.051002,           0.0053804,            0.025312,           0.0055403,           0.0055403,           0.0055403
                 163,            0.051657,           0.0081974,            0.023573,             0.36179,             0.26051,              0.2483,             0.10116,            0.050993,            0.005376,            0.025307,           0.0054987,           0.0054987,           0.0054987
                 164,            0.051084,           0.0080486,            0.022538,             0.35775,             0.26224,             0.24869,             0.10149,            0.050997,           0.0053769,             0.02531,           0.0054571,           0.0054571,           0.0054571
                 165,            0.051328,           0.0081824,             0.02351,             0.36501,             0.26102,             0.24829,             0.10184,            0.050977,           0.0053691,            0.025294,           0.0054157,           0.0054157,           0.0054157
                 166,            0.051824,           0.0082162,            0.023568,             0.36378,             0.25913,             0.24889,             0.10195,            0.050985,           0.0053664,            0.025295,           0.0053743,           0.0053743,           0.0053743
                 167,            0.051115,           0.0081538,            0.023027,             0.35181,             0.26822,             0.24922,             0.10218,            0.050979,           0.0053635,            0.025298,           0.0053329,           0.0053329,           0.0053329
                 168,            0.051106,           0.0082121,            0.023668,             0.36205,             0.26058,             0.24877,             0.10175,            0.050977,           0.0053616,            0.025289,           0.0052917,           0.0052917,           0.0052917
                 169,            0.051377,            0.008224,             0.02313,             0.36124,             0.25958,             0.24862,             0.10201,            0.050979,           0.0053628,            0.025293,           0.0052505,           0.0052505,           0.0052505
                 170,            0.051041,           0.0081638,             0.02279,             0.36198,             0.26247,             0.24954,             0.10226,            0.050975,           0.0053595,            0.025296,           0.0052094,           0.0052094,           0.0052094
                 171,            0.051063,           0.0081643,            0.023149,             0.35037,             0.26858,             0.24938,             0.10194,            0.050987,           0.0053619,              0.0253,           0.0051684,           0.0051684,           0.0051684
                 172,            0.051131,            0.008279,             0.02299,             0.30596,             0.30597,             0.24952,             0.10174,            0.050975,           0.0053611,            0.025296,           0.0051274,           0.0051274,           0.0051274
                 173,            0.051207,           0.0080705,            0.023152,             0.30706,             0.30725,             0.25066,             0.10239,            0.050987,           0.0053635,            0.025294,           0.0050866,           0.0050866,           0.0050866
                 174,            0.051134,           0.0080314,            0.023054,              0.3052,             0.30433,             0.24972,             0.10183,            0.050985,            0.005363,            0.025293,           0.0050459,           0.0050459,           0.0050459
                 175,            0.050836,           0.0082292,            0.023003,             0.39416,             0.24818,             0.25074,             0.10197,            0.050971,           0.0053606,             0.02529,           0.0050052,           0.0050052,           0.0050052
                 176,            0.050851,            0.008134,            0.023192,             0.31348,             0.29935,             0.25098,             0.10207,            0.050976,           0.0053609,             0.02529,           0.0049647,           0.0049647,           0.0049647
                 177,            0.050791,           0.0081257,            0.022819,             0.31542,             0.29497,             0.24954,             0.10294,            0.050982,             0.00536,            0.025289,           0.0049243,           0.0049243,           0.0049243
                 178,            0.050837,           0.0080719,            0.023323,             0.31619,             0.29666,             0.24975,             0.10274,            0.050988,           0.0053593,             0.02529,            0.004884,            0.004884,            0.004884
                 179,            0.050755,           0.0080872,            0.023334,             0.30627,             0.30385,             0.24866,             0.10231,            0.050994,            0.005364,            0.025293,           0.0048439,           0.0048439,           0.0048439
                 180,            0.050936,            0.008074,             0.02267,             0.38332,             0.25129,             0.24847,             0.10223,            0.051008,           0.0053674,            0.025295,           0.0048038,           0.0048038,           0.0048038
                 181,            0.050694,           0.0079176,            0.022119,              0.3854,             0.24989,             0.24928,             0.10235,            0.051001,           0.0053669,            0.025293,           0.0047639,           0.0047639,           0.0047639
                 182,            0.050653,           0.0080431,            0.023039,             0.38665,             0.24825,             0.24849,             0.10238,            0.051009,           0.0053702,            0.025289,           0.0047242,           0.0047242,           0.0047242
                 183,             0.05052,           0.0081162,            0.022682,             0.38862,             0.24801,             0.24836,             0.10199,            0.051011,           0.0053689,            0.025285,           0.0046845,           0.0046845,           0.0046845
                 184,            0.050835,           0.0080801,            0.022226,             0.39186,             0.24671,             0.24886,             0.10216,            0.051019,            0.005368,            0.025288,            0.004645,            0.004645,            0.004645
                 185,            0.050214,           0.0079592,            0.022459,             0.39235,             0.24663,             0.24859,             0.10181,            0.051019,           0.0053676,            0.025286,           0.0046057,           0.0046057,           0.0046057
                 186,            0.050216,           0.0079829,             0.02203,             0.37422,             0.25101,             0.24717,             0.10161,            0.051016,           0.0053678,            0.025281,           0.0045665,           0.0045665,           0.0045665
                 187,            0.050473,           0.0081147,            0.022569,             0.37463,             0.25047,             0.24761,             0.10175,            0.051021,           0.0053689,            0.025281,           0.0045275,           0.0045275,           0.0045275
                 188,            0.050136,           0.0080003,            0.022805,             0.36989,             0.25234,             0.24828,             0.10181,            0.051018,           0.0053677,            0.025274,           0.0044886,           0.0044886,           0.0044886
                 189,             0.05027,           0.0080321,            0.022406,              0.3771,             0.24982,             0.24901,             0.10203,            0.051022,            0.005369,            0.025272,           0.0044499,           0.0044499,           0.0044499
                 190,            0.050024,           0.0078905,            0.022524,             0.36771,             0.25315,             0.24795,             0.10157,            0.051021,           0.0053695,            0.025272,           0.0044114,           0.0044114,           0.0044114
                 191,            0.049892,           0.0079831,            0.021948,             0.36976,             0.25265,             0.24851,             0.10149,            0.051024,           0.0053675,            0.025275,           0.0043731,           0.0043731,           0.0043731
                 192,            0.050043,           0.0078829,            0.022121,             0.37073,             0.25327,             0.24822,             0.10172,             0.05102,            0.005367,            0.025278,           0.0043349,           0.0043349,           0.0043349
                 193,            0.050026,           0.0078759,            0.022447,             0.36743,             0.25396,             0.24747,              0.1015,            0.051025,           0.0053673,            0.025281,           0.0042969,           0.0042969,           0.0042969
                 194,            0.049818,           0.0080663,             0.02212,             0.36435,             0.25644,             0.24746,             0.10165,            0.051022,           0.0053677,            0.025286,           0.0042591,           0.0042591,           0.0042591
                 195,            0.049702,           0.0078829,            0.022256,             0.34304,             0.26831,             0.24726,             0.10174,            0.051029,           0.0053673,            0.025292,           0.0042215,           0.0042215,           0.0042215
                 196,            0.050034,           0.0079577,            0.022219,             0.35457,             0.26207,              0.2476,             0.10183,            0.051022,           0.0053651,            0.025291,            0.004184,            0.004184,            0.004184
                 197,             0.04974,           0.0079441,            0.021993,             0.34875,              0.2648,             0.24726,             0.10151,             0.05102,           0.0053655,            0.025291,           0.0041468,           0.0041468,           0.0041468
                 198,            0.049417,           0.0079085,            0.021758,             0.34977,             0.26572,             0.24754,             0.10162,            0.051021,           0.0053679,            0.025293,           0.0041098,           0.0041098,           0.0041098
                 199,            0.049531,           0.0080951,            0.021806,             0.34666,              0.2665,             0.24765,             0.10171,            0.051022,           0.0053685,            0.025295,            0.004073,            0.004073,            0.004073
                 200,            0.049457,           0.0080121,             0.02208,             0.34813,             0.26569,             0.24738,             0.10143,             0.05102,           0.0053691,            0.025296,           0.0040364,           0.0040364,           0.0040364
                 201,            0.049373,           0.0080189,            0.022102,             0.34444,             0.26646,             0.24723,              0.1013,            0.051016,           0.0053687,            0.025295,               0.004,               0.004,               0.004
                 202,            0.049453,           0.0079586,            0.021362,             0.34894,              0.2621,             0.24723,             0.10155,            0.051012,           0.0053677,            0.025293,           0.0039638,           0.0039638,           0.0039638
                 203,            0.049267,           0.0077353,            0.021492,             0.35096,             0.26326,             0.24686,             0.10155,            0.051018,            0.005367,            0.025295,           0.0039279,           0.0039279,           0.0039279
                 204,            0.049307,           0.0079424,            0.022018,             0.36276,             0.25753,             0.24791,             0.10199,            0.051013,           0.0053665,            0.025295,           0.0038922,           0.0038922,           0.0038922
                 205,            0.048724,           0.0076836,              0.0217,              0.3538,             0.26222,             0.24805,             0.10202,            0.051012,           0.0053695,            0.025296,           0.0038567,           0.0038567,           0.0038567
                 206,            0.049236,           0.0079263,            0.021886,             0.36245,               0.257,             0.24818,             0.10197,             0.05101,           0.0053692,            0.025295,           0.0038214,           0.0038214,           0.0038214
                 207,            0.049421,           0.0080985,            0.021673,             0.32517,             0.27947,             0.24842,             0.10176,            0.051006,           0.0053685,            0.025294,           0.0037864,           0.0037864,           0.0037864
                 208,            0.049079,           0.0078739,            0.021348,             0.32597,             0.27988,             0.24868,             0.10179,            0.051008,           0.0053681,            0.025295,           0.0037517,           0.0037517,           0.0037517
                 209,            0.049073,           0.0079574,            0.021681,             0.32574,             0.28065,             0.24859,             0.10179,            0.051009,           0.0053687,            0.025296,           0.0037171,           0.0037171,           0.0037171
                 210,            0.049017,           0.0078332,            0.021377,             0.35683,             0.25913,             0.24778,             0.10178,            0.051009,           0.0053675,            0.025296,           0.0036829,           0.0036829,           0.0036829
                 211,            0.048971,            0.007929,            0.021605,             0.32659,             0.27753,             0.24782,             0.10166,            0.051005,           0.0053671,            0.025296,           0.0036489,           0.0036489,           0.0036489
                 212,            0.049223,           0.0077813,            0.021483,              0.3579,             0.25993,             0.24809,             0.10177,            0.051006,           0.0053675,            0.025295,           0.0036151,           0.0036151,           0.0036151
                 213,            0.048731,           0.0078998,            0.021423,             0.32798,             0.27897,              0.2477,             0.10177,             0.05101,           0.0053674,            0.025296,           0.0035816,           0.0035816,           0.0035816
                 214,            0.048807,           0.0077844,            0.021433,             0.32954,             0.28041,             0.24857,             0.10192,             0.05101,           0.0053668,            0.025295,           0.0035484,           0.0035484,           0.0035484
                 215,            0.048595,           0.0078174,            0.021103,              0.3318,              0.2787,             0.24838,             0.10182,             0.05101,           0.0053656,            0.025293,           0.0035154,           0.0035154,           0.0035154
                 216,            0.048925,            0.007972,            0.021391,             0.33262,             0.27925,             0.24901,             0.10222,            0.051007,           0.0053637,            0.025293,           0.0034827,           0.0034827,           0.0034827
                 217,            0.049071,           0.0080015,            0.021668,             0.33597,             0.27741,             0.24926,             0.10225,            0.051007,           0.0053626,            0.025293,           0.0034503,           0.0034503,           0.0034503
                 218,            0.048231,           0.0077761,            0.021173,             0.33577,              0.2774,             0.24873,             0.10209,            0.051002,           0.0053615,            0.025292,           0.0034182,           0.0034182,           0.0034182
                 219,             0.04843,           0.0078686,            0.020929,             0.33685,             0.27519,             0.24923,             0.10206,            0.051002,             0.00536,            0.025291,           0.0033863,           0.0033863,           0.0033863
                 220,            0.048561,           0.0078691,            0.021015,             0.33627,             0.27478,             0.24897,             0.10236,            0.051002,           0.0053593,            0.025289,           0.0033548,           0.0033548,           0.0033548
                 221,            0.048632,           0.0077762,            0.021482,             0.34998,             0.26568,             0.24824,             0.10184,            0.051003,           0.0053588,             0.02529,           0.0033235,           0.0033235,           0.0033235
                 222,            0.048129,           0.0076548,            0.020893,             0.33594,             0.27385,              0.2481,             0.10196,            0.051004,            0.005358,            0.025291,           0.0032925,           0.0032925,           0.0032925
                 223,             0.04826,           0.0078291,            0.021349,              0.3349,              0.2735,             0.24805,             0.10195,            0.051004,           0.0053574,            0.025293,           0.0032618,           0.0032618,           0.0032618
                 224,            0.048335,           0.0078389,            0.020856,             0.33418,             0.27352,             0.24796,             0.10185,            0.051003,           0.0053553,            0.025296,           0.0032314,           0.0032314,           0.0032314
                 225,            0.048352,           0.0079146,            0.021302,             0.33683,             0.27126,             0.24736,             0.10182,            0.051005,           0.0053555,            0.025298,           0.0032013,           0.0032013,           0.0032013
                 226,            0.048544,           0.0078043,            0.020894,             0.31567,             0.28816,             0.24802,             0.10204,            0.051006,            0.005356,            0.025299,           0.0031716,           0.0031716,           0.0031716
                 227,             0.04838,           0.0077316,            0.020585,             0.31702,             0.28902,             0.24876,             0.10216,            0.051008,           0.0053551,            0.025301,           0.0031421,           0.0031421,           0.0031421
                 228,            0.048231,           0.0078451,             0.02097,              0.3187,             0.28769,              0.2486,             0.10216,            0.051008,           0.0053538,            0.025302,            0.003113,            0.003113,            0.003113
                 229,            0.047702,            0.007727,            0.021033,             0.31828,             0.28747,             0.24827,             0.10194,            0.051008,           0.0053534,            0.025302,           0.0030841,           0.0030841,           0.0030841
                 230,             0.04817,           0.0077642,            0.020571,             0.31968,             0.28822,             0.24875,             0.10211,            0.051011,           0.0053543,            0.025303,           0.0030556,           0.0030556,           0.0030556
                 231,            0.048062,           0.0078167,            0.020824,             0.32297,             0.28664,             0.24849,             0.10202,            0.051013,           0.0053544,            0.025306,           0.0030274,           0.0030274,           0.0030274
                 232,            0.048028,           0.0077433,            0.021151,             0.32298,             0.28592,             0.24758,             0.10177,            0.051011,           0.0053541,            0.025308,           0.0029996,           0.0029996,           0.0029996
                 233,            0.047899,           0.0077862,            0.020825,              0.3187,             0.28912,             0.24785,             0.10185,            0.051008,           0.0053528,            0.025308,            0.002972,            0.002972,            0.002972
                 234,            0.047894,           0.0077806,            0.021289,              0.3207,             0.28681,             0.24741,             0.10182,            0.051009,           0.0053521,            0.025311,           0.0029448,           0.0029448,           0.0029448
                 235,            0.047677,           0.0076975,            0.020986,              0.3474,             0.26712,             0.24764,             0.10182,            0.051007,           0.0053521,            0.025311,           0.0029179,           0.0029179,           0.0029179
                 236,            0.047854,           0.0075924,            0.020741,             0.32629,             0.28075,             0.24791,             0.10189,            0.051008,           0.0053504,            0.025309,           0.0028914,           0.0028914,           0.0028914
                 237,            0.047614,           0.0078493,            0.020934,             0.32725,             0.28093,             0.24753,             0.10185,            0.051008,           0.0053513,             0.02531,           0.0028652,           0.0028652,           0.0028652
                 238,            0.048003,           0.0077014,            0.020313,             0.32623,             0.28058,              0.2481,             0.10168,            0.051008,            0.005351,            0.025311,           0.0028394,           0.0028394,           0.0028394
                 239,            0.047666,           0.0078154,            0.020616,             0.35674,             0.26171,             0.24838,             0.10174,            0.051006,           0.0053488,             0.02531,           0.0028139,           0.0028139,           0.0028139
                 240,            0.047484,            0.007503,            0.020812,             0.31634,             0.28947,             0.24793,              0.1016,            0.051007,           0.0053495,            0.025313,           0.0027887,           0.0027887,           0.0027887
                 241,            0.047521,           0.0077833,            0.020258,             0.33455,             0.27581,             0.24832,             0.10176,            0.051007,            0.005351,            0.025313,           0.0027639,           0.0027639,           0.0027639
                 242,            0.047173,           0.0078021,            0.020895,             0.33513,             0.27566,             0.24864,             0.10177,            0.051005,           0.0053508,            0.025314,           0.0027395,           0.0027395,           0.0027395
                 243,             0.04761,           0.0076174,            0.020586,             0.33521,             0.27566,              0.2484,             0.10161,            0.051005,           0.0053507,            0.025315,           0.0027154,           0.0027154,           0.0027154
                 244,            0.047338,           0.0076595,            0.020352,             0.33559,             0.27555,             0.24866,             0.10174,            0.051002,           0.0053505,            0.025316,           0.0026917,           0.0026917,           0.0026917
                 245,            0.047641,           0.0076664,            0.020307,             0.33552,             0.27527,             0.24868,             0.10189,            0.051004,           0.0053511,            0.025318,           0.0026683,           0.0026683,           0.0026683
                 246,            0.047128,           0.0075782,            0.020314,             0.35975,              0.2585,             0.24861,             0.10166,            0.051004,           0.0053495,            0.025321,           0.0026453,           0.0026453,           0.0026453
                 247,            0.047321,           0.0078254,            0.020483,             0.35968,             0.25839,             0.24865,             0.10157,            0.051004,           0.0053505,            0.025323,           0.0026227,           0.0026227,           0.0026227
                 248,            0.047336,           0.0075773,            0.020294,             0.33557,             0.27347,             0.24859,             0.10187,            0.051001,            0.005351,            0.025324,           0.0026004,           0.0026004,           0.0026004
                 249,            0.047519,           0.0076443,            0.020347,             0.32164,             0.28687,             0.24858,             0.10164,            0.050999,           0.0053502,            0.025324,           0.0025785,           0.0025785,           0.0025785
                 250,            0.047105,           0.0077142,            0.019998,              0.3579,             0.26068,             0.24922,             0.10202,            0.050995,           0.0053494,            0.025326,            0.002557,            0.002557,            0.002557
                 251,            0.046727,           0.0074379,            0.019926,             0.35744,             0.26103,             0.24884,             0.10202,            0.050995,           0.0053484,            0.025328,           0.0025359,           0.0025359,           0.0025359
                 252,            0.046778,           0.0075921,            0.020051,             0.35626,             0.26014,             0.24847,             0.10201,            0.050996,           0.0053469,             0.02533,           0.0025151,           0.0025151,           0.0025151
                 253,            0.046769,           0.0076208,            0.020473,             0.35455,             0.26117,             0.24858,             0.10205,            0.050996,            0.005349,            0.025331,           0.0024948,           0.0024948,           0.0024948
                 254,             0.04687,             0.00754,            0.020002,             0.34756,             0.26591,             0.24858,             0.10193,            0.050995,           0.0053487,            0.025333,           0.0024748,           0.0024748,           0.0024748
                 255,            0.046629,           0.0076157,            0.019811,             0.34749,             0.26798,             0.24915,             0.10227,            0.050994,           0.0053474,            0.025334,           0.0024552,           0.0024552,           0.0024552
                 256,            0.047086,           0.0075671,            0.020333,             0.35653,             0.26171,             0.24849,             0.10225,            0.050995,            0.005349,            0.025335,            0.002436,            0.002436,            0.002436
                 257,            0.046803,           0.0076677,             0.02053,             0.34771,             0.26807,             0.24885,             0.10231,            0.050993,           0.0053484,            0.025338,           0.0024172,           0.0024172,           0.0024172
                 258,            0.046835,           0.0076155,            0.019977,             0.32632,             0.28407,             0.24888,             0.10209,            0.050993,           0.0053492,            0.025342,           0.0023987,           0.0023987,           0.0023987
                 259,            0.046943,            0.007637,            0.020478,             0.37559,             0.25202,             0.24871,             0.10208,            0.050995,           0.0053488,            0.025344,           0.0023807,           0.0023807,           0.0023807
                 260,            0.046865,           0.0076073,             0.01989,             0.37348,             0.25228,             0.24844,             0.10189,            0.050997,           0.0053497,            0.025346,           0.0023631,           0.0023631,           0.0023631
                 261,            0.046832,           0.0075437,            0.020148,             0.35702,             0.26042,             0.24836,             0.10193,            0.051002,           0.0053486,            0.025349,           0.0023458,           0.0023458,           0.0023458
                 262,            0.046486,           0.0076427,            0.019576,             0.35721,             0.26112,             0.24867,             0.10191,            0.051005,            0.005348,            0.025352,            0.002329,            0.002329,            0.002329
                 263,            0.046884,           0.0074899,            0.020091,             0.35682,              0.2607,             0.24857,              0.1021,            0.051009,           0.0053485,            0.025355,           0.0023125,           0.0023125,           0.0023125
                 264,            0.046479,           0.0073906,            0.019659,             0.36083,             0.25959,             0.24841,             0.10211,            0.051009,           0.0053498,            0.025357,           0.0022965,           0.0022965,           0.0022965
                 265,            0.046344,           0.0076135,            0.020167,             0.36292,             0.26055,             0.24855,              0.1021,            0.051012,           0.0053506,             0.02536,           0.0022809,           0.0022809,           0.0022809
                 266,             0.04701,           0.0075844,            0.020149,             0.36354,             0.25988,             0.24858,              0.1021,            0.051006,           0.0053511,             0.02536,           0.0022657,           0.0022657,           0.0022657
                 267,            0.046261,           0.0073822,            0.019043,             0.36338,             0.25954,             0.24853,             0.10217,            0.051007,           0.0053498,            0.025361,           0.0022509,           0.0022509,           0.0022509
                 268,            0.046328,           0.0075976,            0.019751,             0.36584,             0.26081,             0.24896,             0.10236,            0.051009,           0.0053506,            0.025363,           0.0022365,           0.0022365,           0.0022365
                 269,            0.046126,            0.007515,             0.01964,             0.31744,             0.29571,             0.24899,             0.10237,            0.051013,             0.00535,            0.025364,           0.0022225,           0.0022225,           0.0022225
                 270,            0.046364,           0.0076357,            0.019814,             0.31765,             0.29518,             0.24868,             0.10235,            0.051015,           0.0053508,            0.025366,           0.0022089,           0.0022089,           0.0022089
                 271,            0.046192,           0.0074858,            0.019953,             0.31804,             0.29568,             0.24844,             0.10223,            0.051018,           0.0053509,            0.025368,           0.0021958,           0.0021958,           0.0021958
                 272,            0.046517,           0.0075651,            0.019768,             0.31826,             0.29536,             0.24811,             0.10213,            0.051018,           0.0053511,            0.025369,            0.002183,            0.002183,            0.002183
                 273,             0.04625,           0.0076993,            0.019803,              0.3199,             0.29612,             0.24824,             0.10204,            0.051017,           0.0053519,            0.025369,           0.0021707,           0.0021707,           0.0021707
                 274,            0.045997,           0.0074833,            0.019326,             0.31992,             0.29472,             0.24824,             0.10224,            0.051022,           0.0053525,            0.025371,           0.0021588,           0.0021588,           0.0021588
                 275,            0.046417,           0.0074971,            0.019197,             0.31948,             0.29397,             0.24805,             0.10207,            0.051024,           0.0053514,            0.025372,           0.0021473,           0.0021473,           0.0021473
                 276,            0.046226,           0.0075154,            0.019762,              0.3204,             0.29363,             0.24839,             0.10228,            0.051025,           0.0053511,            0.025373,           0.0021363,           0.0021363,           0.0021363
                 277,            0.046312,           0.0076146,            0.019841,             0.31833,             0.29523,             0.24812,             0.10227,            0.051026,           0.0053517,            0.025374,           0.0021257,           0.0021257,           0.0021257
                 278,            0.046457,           0.0075582,            0.019215,             0.31769,             0.29432,             0.24776,             0.10226,            0.051027,           0.0053505,            0.025376,           0.0021155,           0.0021155,           0.0021155
                 279,            0.046041,           0.0074633,            0.019521,             0.31907,             0.29524,             0.24829,             0.10232,            0.051025,           0.0053506,            0.025376,           0.0021057,           0.0021057,           0.0021057
                 280,            0.046268,           0.0075198,            0.019658,             0.31952,             0.29536,             0.24819,             0.10242,            0.051029,           0.0053515,            0.025377,           0.0020963,           0.0020963,           0.0020963
                 281,            0.045879,           0.0073916,            0.019518,              0.3203,             0.29497,             0.24836,             0.10238,            0.051032,           0.0053503,             0.02538,           0.0020874,           0.0020874,           0.0020874
                 282,            0.046336,           0.0075251,            0.019606,             0.32052,              0.2946,             0.24869,             0.10229,            0.051034,           0.0053517,            0.025384,           0.0020789,           0.0020789,           0.0020789
                 283,            0.046293,           0.0074807,            0.019293,             0.33384,             0.28444,             0.24875,             0.10215,            0.051037,           0.0053527,            0.025388,           0.0020709,           0.0020709,           0.0020709
                 284,            0.046289,           0.0074563,            0.019322,             0.31927,             0.29675,               0.249,             0.10233,            0.051037,           0.0053526,            0.025392,           0.0020632,           0.0020632,           0.0020632
                 285,            0.045863,           0.0075096,            0.019459,             0.31868,             0.29612,             0.24887,             0.10223,             0.05104,           0.0053524,            0.025396,            0.002056,            0.002056,            0.002056
                 286,            0.045865,           0.0074265,            0.019495,             0.32451,             0.29192,             0.24929,             0.10244,            0.051038,           0.0053525,            0.025399,           0.0020492,           0.0020492,           0.0020492
                 287,            0.046107,           0.0074588,            0.019606,              0.3293,              0.2879,             0.24912,             0.10267,            0.051037,            0.005352,            0.025401,           0.0020429,           0.0020429,           0.0020429
                 288,            0.045836,           0.0074849,            0.019331,             0.33413,             0.28682,             0.24962,             0.10254,            0.051037,           0.0053527,            0.025403,            0.002037,            0.002037,            0.002037
                 289,            0.045837,            0.007428,            0.019229,             0.32866,             0.28994,             0.24922,             0.10278,            0.051037,           0.0053536,            0.025407,           0.0020315,           0.0020315,           0.0020315
                 290,            0.045951,           0.0074529,            0.019361,             0.32899,              0.2893,             0.24885,             0.10255,            0.051038,           0.0053532,            0.025411,           0.0020265,           0.0020265,           0.0020265
                 291,            0.045757,           0.0073929,            0.019227,             0.33149,              0.2867,             0.24913,             0.10277,            0.051037,           0.0053532,            0.025414,           0.0020219,           0.0020219,           0.0020219
                 292,            0.046028,           0.0075126,            0.019522,             0.33369,             0.28454,             0.24899,             0.10291,            0.051035,           0.0053541,            0.025417,           0.0020178,           0.0020178,           0.0020178
                 293,            0.045536,            0.007356,            0.018976,             0.33185,             0.28615,             0.24901,               0.103,            0.051038,           0.0053535,            0.025422,            0.002014,            0.002014,            0.002014
                 294,            0.045825,           0.0074489,            0.019412,             0.32776,              0.2912,             0.24966,              0.1029,             0.05104,           0.0053543,            0.025429,           0.0020107,           0.0020107,           0.0020107
                 295,            0.045978,           0.0075719,            0.019623,             0.33416,             0.28667,             0.24974,             0.10257,            0.051048,           0.0053549,            0.025436,           0.0020079,           0.0020079,           0.0020079
                 296,             0.04577,           0.0074337,            0.019201,             0.32831,             0.29168,             0.24987,             0.10273,             0.05105,           0.0053545,            0.025439,           0.0020055,           0.0020055,           0.0020055
                 297,            0.045849,           0.0075561,            0.018951,             0.32886,             0.29021,             0.24953,             0.10258,            0.051052,           0.0053548,            0.025443,           0.0020035,           0.0020035,           0.0020035
                 298,             0.04581,           0.0074533,            0.019316,              0.3289,             0.28945,             0.24932,             0.10226,             0.05105,           0.0053555,            0.025445,            0.002002,            0.002002,            0.002002
                 299,            0.045712,           0.0072579,            0.019776,             0.35049,             0.27297,             0.24887,             0.10259,            0.051051,           0.0053548,            0.025448,           0.0020009,           0.0020009,           0.0020009
